2022 4 8 17 0 25 0 0
2022 4 8 17 1 25 0 0
2022 4 8 17 2 25 0 0
2022 4 8 17 3 25 0 0
2022 4 8 17 4 26 0 0
2022 4 8 17 5 26 0 0
2022 4 8 17 6 26 0 0
2022 4 8 17 7 26 0 0
2022 4 8 17 8 26 0 0
2022 4 8 17 9 26 0 0
2022 4 8 17 10 26 0 0
2022 4 8 17 11 26 0 0
2022 4 8 17 12 26 0 0
2022 4 8 17 13 27 0 0
2022 4 8 17 14 27 0 0
2022 4 8 17 15 27 0 0
2022 4 8 17 16 27 0 0
2022 4 8 17 17 27 0 0
2022 4 8 17 18 27 0 0
2022 4 8 17 19 27 0 0
2022 4 8 17 20 27 0 0
2022 4 8 17 21 28 0 0
2022 4 8 17 22 28 0 0
2022 4 8 17 23 28 0 0
2022 4 8 17 24 28 0 0
2022 4 8 17 25 28 0 0
2022 4 8 17 26 28 0 0
2022 4 8 17 27 28 0 0
2022 4 8 17 28 28 0 0
2022 4 8 17 29 28 0 0
2022 4 8 17 30 29 0 0
2022 4 8 17 31 29 0 0
2022 4 8 17 32 29 0 0
2022 4 8 17 33 29 0 0
2022 4 8 17 34 29 0 0
2022 4 8 17 35 29 0 0
2022 4 8 17 36 29 0 0
2022 4 8 17 37 29 0 0
2022 4 8 17 38 29 0 0
2022 4 8 17 39 30 0 0
2022 4 8 17 40 30 0 0
2022 4 8 17 41 30 0 0
2022 4 8 17 42 30 0 0
2022 4 8 17 43 30 0 0
2022 4 8 17 44 30 0 0
2022 4 8 17 45 30 0 0
2022 4 8 17 46 30 0 0
2022 4 8 17 47 30 0 0
2022 4 8 17 48 31 0 0
2022 4 8 17 49 31 0 0
2022 4 8 17 50 31 0 0
2022 4 8 17 51 31 0 0
2022 4 8 17 52 31 0 0
2022 4 8 17 53 31 0 0
2022 4 8 17 54 31 0 0
2022 4 8 17 55 31 0 0
2022 4 8 17 56 31 0 0
2022 4 8 17 57 32 0 0
2022 4 8 17 58 32 0 0
2022 4 8 17 59 32 0 0
2022 4 8 18 0 32 0 0
2022 4 8 18 1 32 0 0
2022 4 8 18 2 32 70 68
2022 4 8 18 3 32 70 68
2022 4 8 18 4 32 70 68
2022 4 8 18 5 32 71 68
2022 4 8 18 6 32 71 68
2022 4 8 18 7 33 71 68
2022 4 8 18 8 33 71 68
2022 4 8 18 9 33 71 68
2022 4 8 18 10 33 72 68
2022 4 8 18 11 33 72 68
2022 4 8 18 12 33 72 68
2022 4 8 18 13 33 72 68
2022 4 8 18 14 33 72 68
2022 4 8 18 15 33 72 68
2022 4 8 18 16 34 73 68
2022 4 8 18 17 34 73 68
2022 4 8 18 18 34 73 68
2022 4 8 18 19 34 73 68
2022 4 8 18 20 34 73 68
2022 4 8 18 21 34 74 68
2022 4 8 18 22 34 74 68
2022 4 8 18 23 34 74 68
2022 4 8 18 24 34 74 68
2022 4 8 18 25 35 74 68
2022 4 8 18 26 35 74 68
2022 4 8 18 27 35 75 68
2022 4 8 18 28 35 75 68
2022 4 8 18 29 35 75 68
2022 4 8 18 30 35 75 68
2022 4 8 18 31 35 75 68
2022 4 8 18 32 35 76 68
2022 4 8 18 33 35 76 68
2022 4 8 18 34 36 76 68
2022 4 8 18 35 36 76 68
2022 4 8 18 36 36 76 68
2022 4 8 18 37 36 76 68
2022 4 8 18 38 36 77 68
2022 4 8 18 39 36 77 68
2022 4 8 18 40 36 77 68
2022 4 8 18 41 36 77 68
2022 4 8 18 42 36 77 68
2022 4 8 18 43 36 78 68
2022 4 8 18 44 37 78 68
2022 4 8 18 45 37 78 68
2022 4 8 18 46 37 78 68
2022 4 8 18 47 37 78 68
2022 4 8 18 48 37 78 68
2022 4 8 18 49 37 79 68
2022 4 8 18 50 37 79 68
2022 4 8 18 51 37 79 68
2022 4 8 18 52 37 79 68
2022 4 8 18 53 37 79 68
2022 4 8 18 54 38 79 68
2022 4 8 18 55 38 80 68
2022 4 8 18 56 38 80 68
2022 4 8 18 57 38 80 68
2022 4 8 18 58 38 80 68
2022 4 8 18 59 38 80 68
2022 4 8 19 0 38 81 68
2022 4 8 19 1 38 81 68
2022 4 8 19 2 38 81 68
2022 4 8 19 3 38 81 68
2022 4 8 19 4 39 81 67
2022 4 8 19 5 39 81 67
2022 4 8 19 6 39 82 67
2022 4 8 19 7 39 82 67
2022 4 8 19 8 39 82 67
2022 4 8 19 9 39 82 67
2022 4 8 19 10 39 82 67
2022 4 8 19 11 39 82 67
2022 4 8 19 12 39 83 67
2022 4 8 19 13 39 83 67
2022 4 8 19 14 40 83 67
2022 4 8 19 15 40 83 67
2022 4 8 19 16 40 83 67
2022 4 8 19 17 40 83 67
2022 4 8 19 18 40 84 67
2022 4 8 19 19 40 84 67
2022 4 8 19 20 40 84 67
2022 4 8 19 21 40 84 66
2022 4 8 19 22 40 84 66
2022 4 8 19 23 40 84 66
2022 4 8 19 24 40 85 66
2022 4 8 19 25 41 85 66
2022 4 8 19 26 41 85 66
2022 4 8 19 27 41 85 66
2022 4 8 19 28 41 85 66
2022 4 8 19 29 41 85 66
2022 4 8 19 30 41 86 66
2022 4 8 19 31 41 86 66
2022 4 8 19 32 41 86 66
2022 4 8 19 33 41 86 66
2022 4 8 19 34 41 86 66
2022 4 8 19 35 41 86 65
2022 4 8 19 36 42 87 65
2022 4 8 19 37 42 87 65
2022 4 8 19 38 42 87 65
2022 4 8 19 39 42 87 65
2022 4 8 19 40 42 87 65
2022 4 8 19 41 42 87 65
2022 4 8 19 42 42 88 65
2022 4 8 19 43 42 88 65
2022 4 8 19 44 42 88 65
2022 4 8 19 45 42 88 65
2022 4 8 19 46 42 88 65
2022 4 8 19 47 43 88 64
2022 4 8 19 48 43 88 64
2022 4 8 19 49 43 89 64
2022 4 8 19 50 43 89 64
2022 4 8 19 51 43 89 64
2022 4 8 19 52 43 89 64
2022 4 8 19 53 43 89 64
2022 4 8 19 54 43 89 64
2022 4 8 19 55 43 90 64
2022 4 8 19 56 43 90 64
2022 4 8 19 57 43 90 63
2022 4 8 19 58 43 90 63
2022 4 8 19 59 44 90 63
2022 4 8 20 0 44 90 63
2022 4 8 20 1 44 90 63
2022 4 8 20 2 44 91 63
2022 4 8 20 3 44 91 63
2022 4 8 20 4 44 91 63
2022 4 8 20 5 44 91 63
2022 4 8 20 6 44 91 63
2022 4 8 20 7 44 91 62
2022 4 8 20 8 44 92 62
2022 4 8 20 9 44 92 62
2022 4 8 20 10 44 92 62
2022 4 8 20 11 44 92 62
2022 4 8 20 12 45 92 62
2022 4 8 20 13 45 92 62
2022 4 8 20 14 45 92 62
2022 4 8 20 15 45 93 62
2022 4 8 20 16 45 93 61
2022 4 8 20 17 45 93 61
2022 4 8 20 18 45 93 61
2022 4 8 20 19 45 93 61
2022 4 8 20 20 45 93 61
2022 4 8 20 21 45 93 61
2022 4 8 20 22 45 94 61
2022 4 8 20 23 45 94 61
2022 4 8 20 24 45 94 60
2022 4 8 20 25 45 94 60
2022 4 8 20 26 46 94 60
2022 4 8 20 27 46 94 60
2022 4 8 20 28 46 94 60
2022 4 8 20 29 46 95 60
2022 4 8 20 30 46 95 60
2022 4 8 20 31 46 95 60
2022 4 8 20 32 46 95 60
2022 4 8 20 33 46 95 59
2022 4 8 20 34 46 95 59
2022 4 8 20 35 46 95 59
2022 4 8 20 36 46 95 59
2022 4 8 20 37 46 96 59
2022 4 8 20 38 46 96 59
2022 4 8 20 39 46 96 59
2022 4 8 20 40 46 96 59
2022 4 8 20 41 46 96 58
2022 4 8 20 42 47 96 58
2022 4 8 20 43 47 96 58
2022 4 8 20 44 47 97 58
2022 4 8 20 45 47 97 58
2022 4 8 20 46 47 97 58
2022 4 8 20 47 47 97 58
2022 4 8 20 48 47 97 58
2022 4 8 20 49 47 97 57
2022 4 8 20 50 47 97 57
2022 4 8 20 51 47 97 57
2022 4 8 20 52 47 98 57
2022 4 8 20 53 47 98 57
2022 4 8 20 54 47 98 57
2022 4 8 20 55 47 98 57
2022 4 8 20 56 47 98 57
2022 4 8 20 57 47 98 56
2022 4 8 20 58 47 98 56
2022 4 8 20 59 47 98 56
2022 4 8 21 0 48 99 56
2022 4 8 21 1 48 99 56
2022 4 8 21 2 48 99 56
2022 4 8 21 3 48 99 56
2022 4 8 21 4 48 99 56
2022 4 8 21 5 48 99 55
2022 4 8 21 6 48 99 55
2022 4 8 21 7 48 99 55
2022 4 8 21 8 48 100 55
2022 4 8 21 9 48 100 55
2022 4 8 21 10 48 100 55
2022 4 8 21 11 48 100 55
2022 4 8 21 12 48 100 55
2022 4 8 21 13 48 100 54
2022 4 8 21 14 48 100 54
2022 4 8 21 15 48 100 54
2022 4 8 21 16 48 100 54
2022 4 8 21 17 48 101 54
2022 4 8 21 18 48 101 54
2022 4 8 21 19 48 101 54
2022 4 8 21 20 48 101 54
2022 4 8 21 21 48 101 53
2022 4 8 21 22 48 101 53
2022 4 8 21 23 49 101 53
2022 4 8 21 24 49 101 53
2022 4 8 21 25 49 101 53
2022 4 8 21 26 49 102 53
2022 4 8 21 27 49 102 53
2022 4 8 21 28 49 102 53
2022 4 8 21 29 49 102 52
2022 4 8 21 30 49 102 52
2022 4 8 21 31 49 102 52
2022 4 8 21 32 49 102 52
2022 4 8 21 33 49 102 52
2022 4 8 21 34 49 102 52
2022 4 8 21 35 49 103 52
2022 4 8 21 36 49 103 52
2022 4 8 21 37 49 103 52
2022 4 8 21 38 49 103 51
2022 4 8 21 39 49 103 51
2022 4 8 21 40 49 103 51
2022 4 8 21 41 49 103 51
2022 4 8 21 42 49 103 51
2022 4 8 21 43 49 103 51
2022 4 8 21 44 49 103 51
2022 4 8 21 45 49 104 51
2022 4 8 21 46 49 104 51
2022 4 8 21 47 49 104 50
2022 4 8 21 48 49 104 50
2022 4 8 21 49 49 104 50
2022 4 8 21 50 49 104 50
2022 4 8 21 51 49 104 50
2022 4 8 21 52 49 104 50
2022 4 8 21 53 49 104 50
2022 4 8 21 54 49 104 50
2022 4 8 21 55 49 105 50
2022 4 8 21 56 49 105 50
2022 4 8 21 57 49 105 49
2022 4 8 21 58 49 105 49
2022 4 8 21 59 49 105 0
2022 4 8 22 0 49 105 0
2022 4 8 22 1 49 105 0
2022 4 8 22 2 49 105 0
2022 4 8 22 3 49 105 0
2022 4 8 22 4 49 105 0
2022 4 8 22 5 49 106 0
2022 4 8 22 6 49 106 0
2022 4 8 22 7 49 106 0
2022 4 8 22 8 49 106 0
2022 4 8 22 9 49 106 0
2022 4 8 22 10 49 106 0
2022 4 8 22 11 49 106 0
2022 4 8 22 12 49 106 0
2022 4 8 22 13 49 106 0
2022 4 8 22 14 49 106 0
2022 4 8 22 15 49 106 0
2022 4 8 22 16 49 106 0
2022 4 8 22 17 49 107 0
2022 4 8 22 18 49 107 0
2022 4 8 22 19 49 107 0
2022 4 8 22 20 49 107 0
2022 4 8 22 21 49 107 0
2022 4 8 22 22 49 107 0
2022 4 8 22 23 49 107 0
2022 4 8 22 24 49 107 0
2022 4 8 22 25 49 107 0
2022 4 8 22 26 49 107 0
2022 4 8 22 27 49 107 0
2022 4 8 22 28 49 107 0
2022 4 8 22 29 49 108 0
2022 4 8 22 30 49 108 0
2022 4 8 22 31 49 108 0
2022 4 8 22 32 49 108 0
2022 4 8 22 33 49 108 0
